Specification Number,Color vs speckle,art vs non-art,pigment,hue,form,form2,water vs oil soluble,"H2 2021 - H1 2022 volume - NA, KG","H2 2021 - H1 2022 volume - MEU, KG","H2 2021 - H1 2022 volume - LA, KG","H2 2021 - H1 2022 volume - AMEA, KG","H2 2021 - H1 2022 spend - NA, USD","H2 2021 - H1 2022 spend - MEU, USD","H2 2021 - H1 2022 spend - LA, USD","H2 2021 - H1 2022 spend - AMEA, USD","H2 2021 - H1 2022 average price - NA, USD/ton","H2 2021 - H1 2022 average price - MEU, USD/ton","H2 2021 - H1 2022 average price - LA, USD/ton","H2 2021 - H1 2022 average price - AMEA, USD/ton",Buy Menu Card - NA - Menu Card Color,Buy Menu Card - MEU - Menu Card Color,Buy Menu Card - LA - Menu Card Color,Buy Menu Card - AMEA - Menu Card Color,Specification description,Classification
200000000231,Colors,Artificial,titanium dioxide,,powder,,,0,0,0,58600,0,0,0,383567.3,,,,6545.517065,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Titanium Dioxide Color-Pwd-PROPOSED TO HARMONISED TO 10016980 PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes",Ingredient-Other Ingredients-Colors-Artificial
200000000673,Colors,Artificial,carmine,red,liquid,,,0,0,0,0,0,0,0,0,,,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,Color-Oil Dispersible Carmine,Ingredient-Other Ingredients-Colors-Artificial
200000001267,Colors,Artificial,chlorophyll & chlorophyllins,,liquid,,water soluble,0,20,0,0,0,491.2534002,0,0,,24562.67001,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colourant-Liquid-Copper chlorophyllin,Ingredient-Other Ingredients-Colors-Artificial
200000001288,Colors,Non Artificial,paprika extract,,liquid,,,0,60,0,0,0,1352.40695,0,0,,22540.11583,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-PAPRIKA EXTRACT-E160c,Ingredient-Other Ingredients-Colors-Non Artificial
200000001519,Colors,Non Artificial,curcumin / turmeric,yellow,powder,,,0,4120,0,0,0,62008.65593,0,0,,15050.64464,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colour-powder-Curcumin-natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000002108,Colors,Non Artificial,caramel,brown,liquid,,,0,8918,0,0,0,70415.32898,0,0,,7895.865551,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),Food Colour-Fruitmax date-Liquid-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000002361,Colors,Non Artificial,carmine,red,powder,lake,water soluble,0,380,75,0,0,83079.51525,15028.48459,0,,218630.3033,200379.7945,,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,Color-Carmine-Powder- Hydrosoluble - 50%,Ingredient-Other Ingredients-Colors-Non Artificial
200000002419,Colors,Artificial, GLYCEROL ,,liquid,,,0,12300,0,0,0,140743.2188,0,0,,11442.53811,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,Color-liquid-betacarotene-E160a(i),Ingredient-Other Ingredients-Colors-Artificial
200000002440,Speckles,Speckles or Glitters,black carrot,black,liquid,,water soluble,0,560,0,0,0,9886.428676,0,0,,17654.33692,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-BACON-BLACK CARROT,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000002865,Colors,Non Artificial,carmine,red,liquid,,water soluble,0,3600,0,0,0,50907.54081,0,0,,14140.98356,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-LIQUID-BACON CARMINE PAPRIKA MIX,Ingredient-Other Ingredients-Colors-Non Artificial
200000002880,Colors,Non Artificial,anthocyanins,red,liquid,,water soluble,0,2498.25,0,0,0,43077.69739,0,0,,17243.14916,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"Additives, Colorants, Anthocyanins 3%",Ingredient-Other Ingredients-Colors-Non Artificial
200000002902,Colors,Non Artificial,anthocyanins,red,,,,0,560,0,0,0,18258.2674,0,0,,32604.04894,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,"Additive, Colorant, Anthocyanin extract 75%",Ingredient-Other Ingredients-Colors-Non Artificial
200000003480,Speckles,Speckles or Glitters,green blends,green,,,,0,2210,0,0,0,162813.9464,0,0,,73671.46894,,,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"Speckle color, Green HPMC,Nat,Speckle",Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000003498,Colors,Artificial,orange blends,orange,powder,,,0,0,0,50325,0,0,0,469418.3664,,,,9327.737037,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),SHADE ORANGE,Ingredient-Other Ingredients-Colors-Artificial
200000003632,Colors,Non Artificial,beetroot / red beet,red,liquid,,,0,15855,0,0,0,164418.0739,0,0,,10370.10873,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,Red Beet Colouring,Ingredient-Other Ingredients-Colors-Non Artificial
200000004096,Colors,Non Artificial,black carrot,black,powder,,water soluble,0,5200,0,4420,0,138158.6818,0,137516.4,,26568.97726,,31112.30769,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),Colour Black Carrot Juice powder,Ingredient-Other Ingredients-Colors-Non Artificial
200000004653,Colors,Non Artificial, MALTODEXTRIN (FROM CORN AND POTATO) ,yellow,powder,,,0,1832.9,0,420,0,63978.62799,0,16193.86204,,34905.68388,,38556.81438,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),Colour-powder-Carthamus color-natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000005400,Colors,Artificial,caramel,brown,powder,,,0,0,0,200,0,0,0,11483.81685,,,,57419.08425,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,CARAMEL,Ingredient-Other Ingredients-Colors-Artificial
200000005405,Colors,Artificial,carbon black,black,powder,,water insoluble,0,1980,2420,0,0,117581.4201,187405.0421,0,,59384.55561,77440.10002,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),CARBON BLACK,Ingredient-Other Ingredients-Colors-Artificial
200000005448,Colors,Artificial,carbon black,black,,,,0,2940,0,0,0,116124.7563,0,0,,39498.21644,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOR,CARBON BLACK,LIQ",Ingredient-Other Ingredients-Colors-Artificial
200000005775,Colors,Artificial,iron oxide,brown,,,,0,1050,0,0,0,41173.73688,0,0,,39213.08274,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,Color-Dark Brown,Ingredient-Other Ingredients-Colors-Artificial
200000005782,Colors,Non Artificial,carmine,purple,liquid,,,0,375,0,4495,0,14121.94279,0,276813.4689,,37658.5141,,61582.52924,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),Color-Carmine 2%,Ingredient-Other Ingredients-Colors-Non Artificial
200000005965,Colors,Artificial,tartrazine,yellow,powder,dye,,0,0,0,4940,0,0,0,84614.78329,,,,17128.49864,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"Colour Tartrazine, 85% Dye",Ingredient-Other Ingredients-Colors-Artificial
200000005967,Colors,Artificial,allura red,red,powder,,,0,0,0,450,0,0,0,14554.10869,,,,32342.46376,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Color Allura Red,Ingredient-Other Ingredients-Colors-Artificial
200000006174,Colors,Non Artificial,lutein,,powder,,,0,475,0,0,0,7688.345121,0,0,,16185.98973,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colour-Powder-Lutein Extract-Natural,Ingredient-Other Ingredients-Colors-Non Artificial
200000006176,Colors,Artificial,carmine,,powder,lake,,0,20,0,0,0,4464.804511,0,0,,223240.2256,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colour-Powder-Carmine-Artificial,Ingredient-Other Ingredients-Colors-Artificial
200000006177,Colors,Artificial,caramel,brown,powder,,water soluble,0,200,0,0,0,622.0707419,0,0,,3110.35371,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY-Colour-Powder-Caramel-Artificial,Ingredient-Other Ingredients-Colors-Artificial
200000006646,Colors,Non Artificial,beetroot / red beet,red,liquid,,,0,7950,0,0,0,48922.61993,0,0,,6153.78867,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COL NAT,CAROTENE & BEETROOT,LIQUID",Ingredient-Other Ingredients-Colors-Non Artificial
200000006658,Colors,Non Artificial,anthocyanins,red,liquid,,,0,400,0,0,0,2385.907425,0,0,,5964.768563,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOUR, LIQUID,ANTHOCYANIN,NATURAL, 50 conc",Ingredient-Other Ingredients-Colors-Non Artificial
200000006667,Colors,Non Artificial,anthocyanins,,liquid,,,0,4000,0,0,0,24831.0726,0,0,,6207.76815,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL NAT,ANTHOCYANIN EXTRACT,LIQUID",Ingredient-Other Ingredients-Colors-Non Artificial
200000006699,Colors,Non Artificial,caramel,black,liquid,,,0,36000,0,0,0,45531.09566,0,0,,1264.752657,,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,RED - Do not re-use,"COL NAT,BURNT SUGAR CARAMEL",Ingredient-Other Ingredients-Colors-Non Artificial
200000006701,Colors,Non Artificial,paprika extract,yellow,liquid,,water soluble,0,300,0,0,0,12642.79635,0,0,,42142.65451,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COL NAT,TURMERIC EXTRACT,LIQUID",Ingredient-Other Ingredients-Colors-Non Artificial
200000006707,Colors,Artificial,carbon black,black,,,water soluble,0,180,0,0,0,9078.792679,0,0,,50437.73711,,,,GREEN - Use/Re-use (also check Regulatory Compliance section),,,"COL NAT,CARBON BLACK,PASTE",Ingredient-Other Ingredients-Colors-Artificial
200000006732,Colors,Artificial,paprika extract,orange,liquid,,water soluble,0,7708,0,0,0,159369.1148,0,0,,20675.80627,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),COLOR-LIQUID-PAPRIKA-NATURAL,Ingredient-Other Ingredients-Colors-Artificial
200000006814,Speckles,Speckles or Glitters,brilliant blue,blue,,lake,oil insoluble,0,60,0,0,0,2736.287695,0,0,,45604.79492,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COLOUR,BRILLIANT BLUE EUROLAKE 12% E133",Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000006841,Colors,Artificial,carmine,red,powder,lake,water soluble,0,50,0,0,0,10678.1725,0,0,,213563.4501,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),RETIRE - COLOR-CARMINE-50% -SEE NOTES,Ingredient-Other Ingredients-Colors-Artificial
200000006864,Colors,Non Artificial,black carrot,black,liquid,,water soluble,0,36283,0,1970,0,225198.2051,0,38513.17404,,6206.714029,,19549.83454,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"COL NAT,BLACK CARROT,CONC,LIQUID",Ingredient-Other Ingredients-Colors-Non Artificial
200000006865,Colors,Non Artificial,paprika extract,purple,liquid,,,0,600,0,0,0,36105.8151,0,0,,60176.3585,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-VEG ANTHOCYANIN-EXTRACT,Ingredient-Other Ingredients-Colors-Non Artificial
200000006868,Colors,Non Artificial,caramel,brown,liquid,,water soluble,0,3000,0,5000,0,24560.38214,0,43865.4764,,8186.794045,,8773.09528,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL,NAT,CARAMEL SUGAR",Ingredient-Other Ingredients-Colors-Non Artificial
200000006870,Colors,Non Artificial,beetroot / red beet,red,liquid,,water soluble,0,2919.5,0,99610,0,14635.383,0,1517482.437,,5012.975851,,15234.2379,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),"COL,NAT,REDBEET",Ingredient-Other Ingredients-Colors-Non Artificial
200000006882,Colors,Non Artificial,spirulina,blue,powder,,,0,540,0,0,0,160376.0852,0,0,,296992.7503,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"COL,NAT,SPIRULINA,POWDER",Ingredient-Other Ingredients-Colors-Non Artificial
200000006894,Colors,Non Artificial,paprika extract,orange,liquid,,,0,2220,0,0,0,48274.56785,0,0,,21745.30083,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,"COL NAT,PAPRIKA, LIQUID",Ingredient-Other Ingredients-Colors-Non Artificial
200000006907,Colors,Artificial,riboflavin,yellow,powder,,water soluble,0,10,110,0,0,1794.507994,15871.97532,0,,179450.7994,144290.6847,,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,COLOR-POWDER-RIBOFLAVIN-98 PERCENT,Ingredient-Other Ingredients-Colors-Artificial
200000006935,Colors,Artificial,lutein,yellow,liquid,,water soluble,0,520,0,0,0,24693.69955,0,0,,47487.88376,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"COL,LUTEIN,LIQUID",Ingredient-Other Ingredients-Colors-Artificial
200000006945,Colors,Artificial,allura red,red,powder,,,2620,1020,0,0,75406.56905,42450.69564,0,0,28781.13322,41618.32906,,,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),COLOR-GRANULAR-FD-AND C-RED-40,Ingredient-Other Ingredients-Colors-Artificial
200000006948,Colors,Artificial,tartrazine,green,powder,,,140,90,0,0,5996.259638,18963.98184,0,0,42830.42598,210710.9094,,,GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),COLOR-POWDER-GREEN,Ingredient-Other Ingredients-Colors-Artificial
200000006973,Colors,Non Artificial, GLYCEROL ,,,,,0,870,0,0,0,15909.75053,0,0,,18287.06957,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL,NAT CAROTENE LIQ",Ingredient-Other Ingredients-Colors-Non Artificial
200000006996,Colors,Non Artificial,chlorophyll & chlorophyllins,green,powder,,water soluble,0,300,0,975,0,147333.5469,0,451540.7612,,491111.8228,,463118.7294,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),"COLOUR,CU CHLOROPHYLL",Ingredient-Other Ingredients-Colors-Non Artificial
200000007064,Colors,Artificial,quinoline,brown,powder,lake,oil soluble,0,0,0,300,0,0,0,12782.12409,,,,42607.0803,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"COL,GOLDEN BROWN,",Ingredient-Other Ingredients-Colors-Artificial
200000007161,Colors,"Clouding agent, Titanium Dioxide",titanium dioxide,white,powder,,water insoluble,8299.996,30000,50000,2550,39991.03013,137335.5671,215500,16337.89434,4818.198723,4577.852236,4310,6407.017388,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"COLOR-POWDER-TITANIUM DIOXIDE -PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes","Ingredient-Other Ingredients-Colors-Clouding agent, Titanium Dioxide"
200000008135,Colors,Non Artificial, WATER ,red,liquid,,,0,11600,0,0,0,236415.3394,0,0,,20380.63271,,,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),COLOUR-LIQUID-NATURAL COCHINEAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000008136,Colors,Non Artificial,carbon black,black,,,,0,280,0,0,0,3941.620908,0,0,,14077.21753,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,COLOR-PASTE-NATURAL BLACK-CV 100 WDI,Ingredient-Other Ingredients-Colors-Non Artificial
200000001097,Colors,Non Artificial,paprika extract,,liquid,,,0,0,0,2155,0,0,0,89187.52404,,,,41386.32206,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Colour, Paprika, Natural",Ingredient-Other Ingredients-Colors-Non Artificial
200000001098,Colors,Non Artificial,grape,purple,liquid,,,0,0,0,24120,0,0,0,411807.2821,,,,17073.2704,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"Colour, Purple, Natural",Ingredient-Other Ingredients-Colors-Non Artificial
200000001101,Colors,Non Artificial,beetroot / red beet,red,liquid,,,0,0,0,24336,0,0,0,478513.7973,,,,19662.79575,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"Colour, Color Fruit Red, Natural",Ingredient-Other Ingredients-Colors-Non Artificial
200000001102,Colors,Non Artificial,yellow blends,yellow,liquid,,,0,0,0,5360,0,0,0,239882.1454,,,,44754.13161,GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),GREEN - Use/Re-use (also check Regulatory Compliance section),"Colour, Yellow, Natural",Ingredient-Other Ingredients-Colors-Non Artificial
200000001191,Colors,Non Artificial, DEMINERALIZED WATER ,,liquid,,water soluble,0,68,0,0,0,15528.07132,0,0,,228353.99,,,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,Blend of carotens - colour,Ingredient-Other Ingredients-Colors-Non Artificial
200000001279,Colors,Non Artificial,chlorophyll & chlorophyllins,,,,,0,0,0,1340,0,0,0,39645.98733,,,,29586.55771,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"Colour, Chlorophyll Dispersion",Ingredient-Other Ingredients-Colors-Non Artificial
200000001350,Colors,Non Artificial,gardenia blue,blue,liquid,,,0,0,0,1165,0,0,0,187142.9542,,,,160637.7289,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Color - Gardenia blue- Water Soluble,Ingredient-Other Ingredients-Colors-Non Artificial
200000001507,Speckles,Speckles or Glitters,green blends,green,liquid,,,0,0,0,90,0,0,0,7526.908869,,,,83632.32077,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"COLOUR, DARK GREEN, NATURAL",Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000001595,Colors,Non Artificial,paprika extract,,liquid,,,0,475,0,0,0,17853.07794,0,0,,37585.42724,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,MEALS ONLY - Color-Liquid-Paprika Extract Water Soluble,Ingredient-Other Ingredients-Colors-Non Artificial
200000001606,Colors,Artificial,brilliant blue,blue,powder,lake,,0,0,0,740,0,0,0,30486.01052,,,,41197.31152,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"Color, FD&C No.1 Brilliant Blue Aluminum 12.5, Powder",Ingredient-Other Ingredients-Colors-Artificial
200000001615,Colors,Artificial,carmine lake,yellow,powder,lake,,0,0,0,340,0,0,0,9964.64654,,,,29307.78394,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"Color, Yellow No.5 Alu Lake, Powder",Ingredient-Other Ingredients-Colors-Artificial
200000001634,Colors,Artificial,beetroot / red beet,red,powder,lake,,0,0,0,1565,0,0,0,67194.01856,,,,42935.47512,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),"Color, RED No.40 ALU.LAKE 38, Powder",Ingredient-Other Ingredients-Colors-Artificial
200000001707,Colors,Non Artificial,anthocyanins,red,powder,,,0,0,0,825,0,0,0,50863.73852,,,,61653.01639,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Colour, powder, Dark Red-Violet, Natural Grape Skin",Ingredient-Other Ingredients-Colors-Non Artificial
200000001781,Colors,Artificial, MALTODEXTRIN ,orange,powder,,,0,2030,0,90,0,50497.02757,0,2980.36781,,24875.38304,,33115.19788,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),COLOR-POWDER-BETA-CAROTENE-1 PERCENT,Ingredient-Other Ingredients-Colors-Artificial
200000001785,Speckles,Speckles or Glitters,carmine lake,blue,,lake,,0,1306.8,0,232.32,0,102034.2427,0,27907.44,,78079.46332,,120125,YELLOW - Exceptional re-use (see Comments),GREEN - Use/Re-use (also check Regulatory Compliance section),YELLOW - Exceptional re-use (see Comments),YELLOW - Exceptional re-use (see Comments),COLOR-FLAKE-0.5 PERCENT-HARMONIZE TO 25001199,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000001834,Colors,Non Artificial,curcumin / turmeric,,liquid,,,0,0,0,60,0,0,0,2903.430912,,,,48390.5152,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),Color - Turmeric- Water Soluble,Ingredient-Other Ingredients-Colors-Non Artificial
200000001872,Speckles,Speckles or Glitters, GLUCOSE ,yellow,,,,0,0,0,102762.5,0,0,0,219723.9491,,,,2138.172477,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Sugar Confections-Rainbow Sprinkles,Ingredient-Other Ingredients-Colors-Speckles or Glitters
200000001894,Colors,Artificial,tartrazine,yellow,powder,,water soluble,0,0,0,4640,0,0,0,49602.44956,,,,10690.18309,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Yellow No. 5 Color-Powder-Art-Tartrazine,Ingredient-Other Ingredients-Colors-Artificial
200000001895,Colors,Artificial,sunset yellow,yellow,powder,,water soluble,0,0,0,2787,0,0,0,29835.80043,,,,10705.34641,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Yellow No. 6 Color-Powder-Art-Sunset Yellow,Ingredient-Other Ingredients-Colors-Artificial
200000001908,Colors,"Clouding agent, Titanium Dioxide",titanium dioxide,white,powder,,,0,0,0,33000,0,0,0,319630.2129,,,,9685.764027,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),"Titanium Dioxide - Tang PROHIBITED IN FOODS IN EU, DO NOT USE IN NEW DEV – see notes","Ingredient-Other Ingredients-Colors-Clouding agent, Titanium Dioxide"
200000001977,Colors,Non Artificial,curcumin / turmeric,yellow,liquid,,,0,0,0,175,0,0,0,12237.30665,,,,69927.46659,,RED - Do not re-use,,YELLOW - Exceptional re-use (see Comments),"Color, Curcumin Yellow-PROPOSED HARMONIZE TO 10046862",Ingredient-Other Ingredients-Colors-Non Artificial
200000002066,Colors,Non Artificial,caramel,,,,,0,0,0,916811,0,0,0,520180.0696,,,,567.3798303,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),Caramelized Sugar Syrup (CSS)– DS [E150c],Ingredient-Other Ingredients-Colors-Non Artificial
200000002277,Colors,Non Artificial,beetroot / red beet,red,liquid,,,0,0,0,40,0,0,0,1661.564515,,,,41539.11287,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),COLOUR LIQUID RED NATURAL,Ingredient-Other Ingredients-Colors-Non Artificial
200000002343,Colors,Non Artificial, DEMINERALIZED WATER ,orange,liquid,,,0,630,0,0,0,43414.83769,0,0,,68912.44078,,,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),RED - Do not re-use,RED - Do not re-use,COLOR-LIQUID-NATURAL CAROTENE,Ingredient-Other Ingredients-Colors-Non Artificial
200000002392,Colors,Non Artificial,caramel,brown,liquid,,,0,0,0,1180,0,0,0,66598.3247,,,,56439.25822,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,YELLOW - Exceptional re-use (see Comments),NATURAL VEGETABLE CARAMEL,Ingredient-Other Ingredients-Colors-Non Artificial
200000002420,Colors,Non Artificial, WATER ,,,,,0,0,0,14.95,0,0,0,2389.612029,,,,159840.2695,RED - Do not re-use,RED - Do not re-use,RED - Do not re-use,GREEN - Use/Re-use (also check Regulatory Compliance section),"Color, 2% Beta Carotene Emulsion, Natural",Ingredient-Other Ingredients-Colors-Non Artificial
