Specification Number,Specification description,Region,Type,Volume,Spend,Model 1,Model 2,Model 3,variable,value,Cluster name,Level 0,Level 1,Level 2,Level 3
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006653,0.9999999999999997,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000002395,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006627,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006843,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006844,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006846,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000007251,0.8381732980353958,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000007732,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000007977,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000008049,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000001439,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006808,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000000289,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000000616,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000000638,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000000723,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000005407,,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006653,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN",MEU,ward_euclidean,4000.0,9328.040657255799,0,1,0,200000006712,0.9174999303376896,,"ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN","ACID,CITRIC,ANHYDROUS,MEDIUM GRAN"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006712,1.0000000000000002,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000002395,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006627,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006843,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006844,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006846,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000007251,0.8346191622358439,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000007732,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000007977,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000008049,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000001439,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006808,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000000289,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000000616,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000000638,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000000723,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000005407,,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000006712,"ACID,CITRIC,ANHYDROUS,FINE",MEU,ward_euclidean,2000.0,9010.597545,0,1,0,200000006653,0.9174999303376896,,"ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE","ACID,CITRIC,ANHYDROUS,FINE"
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000007252,1.0000000000000002,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000000088,0.6452193947729448,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000000574,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000001175,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000001608,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000001610,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000001925,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000002804,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000005507,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000001782,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000001904,0.5652465897985288,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000007131,0.6767918030461956,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000000616,0.7160771282582467,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000000620,,,ACID,POWDER,CITRIC,CITRIC
200000007252,ACID-POWDER-CITRIC,AMEA,ward_euclidean,11050.0,24159.82301147233,0,0,0,200000007013,,,ACID,POWDER,CITRIC,CITRIC
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000000088,1.0,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000007252,0.6452193947729448,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000000574,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000001175,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000001608,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000001610,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000001925,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000002804,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000005507,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000001782,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000001904,0.687309468841699,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000007131,0.6717640847275713,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000000616,0.7709359525712904,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000000620,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000088,"Acid- Citric Acid, Anhydrous",AMEA,ward_euclidean,57025.0,91702.48310310247,0,5,0,200000007013,,,Acid," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"," Citric Acid, Anhydrous"
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000000574,0.9999999999999999,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000007252,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000000088,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000001175,0.7628999136966971,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000001608,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000001610,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000001925,0.757089988771741,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000002804,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000005507,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000001782,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000001904,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000007131,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000000616,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000000620,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000000574,ACID-GRANULAR-CITRIC ACID,AMEA,ward_euclidean,49750.0,91850.57433387084,3,2,3,200000007013,,,ACID,GRANULAR,CITRIC ACID,CITRIC ACID
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000001175,1.0000000000000002,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000007252,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000000088,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000000574,0.7628999136966971,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000001608,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000001610,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000001925,0.7319984044186907,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000002804,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000005507,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000001782,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000001904,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000007131,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000000616,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000000620,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001175,"Citric Acid, Anhydrous Fine Granular",AMEA,ward_euclidean,190320.0,329601.1063393518,3,5,3,200000007013,,,"Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular","Citric Acid, Anhydrous Fine Granular"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,1,5,1,200000001608,1.0000000000000002,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,1,5,1,200000007252,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,1,5,1,200000000088,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,1,5,1,200000000574,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,1,5,1,200000001175,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
200000001608,"Acid, Citric Acid, Anhydrous",AMEA,ward_euclidean,816.4800000000001,3574.4825969644276,1,5,1,200000001610,,,"Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous","Acid, Citric Acid, Anhydrous"
