Specification Number,Specification description,Region,Type,Volume,Spend,Model 1,Model 2,Model 3,Model 4,variable,value,Cluster name,Level 0,Level 1,Level 2,Level 3
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000000620,0.7089898394115354,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000001925,"Acid- Citric Acid-Powder,Anhydrous",AMEA,ward_euclidean,2135900.0,3614831.074035001,0,1,0,1,200000007013,,,Acid, Citric Acid,"Powder,Anhydrous","Powder,Anhydrous"
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000002804,0.9999999999999993,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000007252,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000000088,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000000574,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000001175,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000001608,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000001610,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000001925,0.7250756150887883,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000005507,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000001782,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000001904,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000007131,,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000000616,0.7433251959236633,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000000620,0.7801877399935517,,ACID , CITRIC , ANHYDROUS , POWDER
200000002804,ACID - CITRIC - ANHYDROUS - POWDER,AMEA,ward_euclidean,1500.0,6152.439460010718,0,1,0,1,200000007013,,,ACID , CITRIC , ANHYDROUS , POWDER
200000005507,ACID CITRIC - ANHYDROUS,AMEA,ward_euclidean,15500.0,28150.00857270762,2,0,2,0,200000005507,1.0000000000000002,,ACID CITRIC , ANHYDROUS, ANHYDROUS, ANHYDROUS
200000005507,ACID CITRIC - ANHYDROUS,AMEA,ward_euclidean,15500.0,28150.00857270762,2,0,2,0,200000007252,0.8076077211873344,,ACID CITRIC , ANHYDROUS, ANHYDROUS, ANHYDROUS
200000005507,ACID CITRIC - ANHYDROUS,AMEA,ward_euclidean,15500.0,28150.00857270762,2,0,2,0,200000000088,,,ACID CITRIC , ANHYDROUS, ANHYDROUS, ANHYDROUS
200000005507,ACID CITRIC - ANHYDROUS,AMEA,ward_euclidean,15500.0,28150.00857270762,2,0,2,0,200000000574,0.8583908180552338,,ACID CITRIC , ANHYDROUS, ANHYDROUS, ANHYDROUS
200000005507,ACID CITRIC - ANHYDROUS,AMEA,ward_euclidean,15500.0,28150.00857270762,2,0,2,0,200000001175,,,ACID CITRIC , ANHYDROUS, ANHYDROUS, ANHYDROUS
